-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2001 through 12/31/2025 in LST
Location: Latitude  4.6106   Longitude -74.0746 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1790.38 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS50M_MAX,2008,6.03,6.27,5.58,7.23,8.32,7.01,7.49,8.47,9.87,5.04,4.81,6.09,9.87
WS50M_MAX,2009,4.93,4.81,4.91,6.08,6.02,7.1,8.87,7.49,9.49,8.65,5.8,5.9,9.49
WS50M_MAX,2010,7.77,6.92,5.9,5.16,5.1,5.68,4.54,5.43,5.07,6.1,5.0,5.6,7.77
WS50M_MAX,2011,5.02,4.77,6.45,4.44,4.31,6.99,7.21,7.43,7.6,5.21,5.12,5.95,7.6
WS50M_MAX,2012,5.3,5.53,5.69,4.26,6.14,7.51,8.6,8.67,8.4,5.91,4.51,5.59,8.67
WS50M_MAX,2013,7.1,4.71,5.58,5.79,4.59,6.26,7.38,6.77,7.42,5.22,4.59,5.43,7.42
WS50M_MAX,2014,5.23,5.25,4.74,5.77,4.71,6.89,9.41,7.56,7.21,7.69,4.94,6.08,9.41
WS50M_MAX,2015,7.35,6.41,6.37,6.23,7.32,8.57,7.44,8.47,7.83,7.23,5.72,7.92,8.57
WS50M_MAX,2016,5.56,5.84,5.69,5.37,6.36,6.7,7.65,8.88,5.79,4.14,5.0,4.42,8.88
WS50M_MAX,2017,5.45,5.61,4.82,4.64,6.14,5.16,6.9,5.58,5.87,5.28,4.95,4.52,6.9
WS50M_MAX,2018,4.73,4.98,5.89,4.82,4.2,5.83,7.28,7.8,6.28,4.55,4.53,5.64,7.8
WS50M_MAX,2019,7.45,5.27,4.59,5.19,4.82,6.72,7.37,7.3,6.57,5.43,5.42,5.73,7.45
WS50M_MAX,2020,8.53,7.12,6.37,5.41,5.79,7.48,5.76,5.59,5.82,6.01,5.33,5.04,8.53
WS50M_MAX,2021,5.82,5.14,4.82,5.43,7.18,7.41,10.18,7.74,7.13,5.04,4.75,4.89,10.18
WS50M_MAX,2022,5.55,4.7,5.39,7.12,6.93,4.6,6.44,5.47,5.94,5.8,6.71,6.08,7.12
WS50M_MAX,2023,5.34,5.84,4.64,5.1,6.27,7.23,8.01,7.76,7.15,4.82,5.22,6.84,8.01
WS50M_MAX,2024,8.01,6.73,7.52,6.01,4.4,5.72,7.88,6.3,7.54,8.88,4.97,4.16,8.88
WS50M_MAX,2025,5.83,5.03,6.24,4.75,7.63,6.58,9.04,8.64,7.1,4.77,4.68,6.07,9.04
WS50M_MIN,2001,0.05,0.11,0.04,0.04,0.12,0.05,0.38,0.82,0.09,0.09,0.06,0.1,0.04
WS50M_MIN,2002,0.17,0.12,0.05,0.07,0.21,0.21,0.37,0.39,0.57,0.07,0.09,0.07,0.05
WS50M_MIN,2003,0.23,0.2,0.23,0.13,0.16,0.04,0.59,0.31,0.13,0.07,0.13,0.04,0.04
WS50M_MIN,2004,0.07,0.12,0.08,0.03,0.16,0.13,0.06,0.73,0.15,0.08,0.07,0.06,0.03
WS50M_MIN,2005,0.15,0.12,0.09,0.09,0.18,0.23,0.11,0.31,0.14,0.02,0.14,0.08,0.02
WS50M_MIN,2006,0.18,0.04,0.05,0.12,0.08,0.16,0.2,0.33,0.13,0.13,0.15,0.1,0.04
WS50M_MIN,2007,0.12,0.21,0.07,0.05,0.1,0.15,0.23,0.1,0.12,0.06,0.01,0.09,0.01
WS50M_MIN,2008,0.11,0.08,0.02,0.13,0.05,0.16,0.26,0.01,0.08,0.08,0.09,0.17,0.01
WS50M_MIN,2009,0.08,0.04,0.04,0.02,0.19,0.38,0.05,0.18,0.16,0.08,0.01,0.1,0.01
WS50M_MIN,2010,0.1,0.19,0.11,0.05,0.09,0.12,0.17,0.17,0.09,0.15,0.08,0.12,0.05
WS50M_MIN,2011,0.04,0.04,0.14,0.08,0.17,0.08,0.23,0.35,0.08,0.12,0.1,0.04,0.04
WS50M_MIN,2012,0.12,0.07,0.06,0.07,0.06,0.27,0.11,0.17,0.32,0.14,0.04,0.04,0.04
WS50M_MIN,2013,0.17,0.27,0.07,0.07,0.01,0.06,0.15,0.15,0.19,0.14,0.18,0.15,0.01
WS50M_MIN,2014,0.12,0.13,0.04,0.03,0.02,0.1,1.18,0.21,0.11,0.12,0.17,0.03,0.02
WS50M_MIN,2015,0.14,0.18,0.1,0.04,0.13,0.26,0.09,0.38,0.14,0.07,0.08,0.06,0.04
WS50M_MIN,2016,0.11,0.09,0.1,0.1,0.23,0.22,0.18,0.26,0.06,0.14,0.07,0.04,0.04
WS50M_MIN,2017,0.1,0.08,0.07,0.07,0.09,0.07,0.22,0.11,0.11,0.18,0.11,0.17,0.07
WS50M_MIN,2018,0.01,0.09,0.11,0.02,0.05,0.24,0.06,0.29,0.11,0.19,0.12,0.13,0.01
WS50M_MIN,2019,0.15,0.08,0.08,0.15,0.12,0.25,0.1,0.03,0.1,0.21,0.08,0.06,0.03
WS50M_MIN,2020,0.52,0.18,0.06,0.01,0.05,0.05,0.2,0.17,0.16,0.0,0.03,0.09,0.0
WS50M_MIN,2021,0.11,0.12,0.02,0.08,0.15,0.07,0.09,0.21,0.04,0.05,0.06,0.04,0.02
WS50M_MIN,2022,0.11,0.08,0.13,0.01,0.08,0.15,0.01,0.16,0.15,0.09,0.11,0.1,0.01
WS50M_MIN,2023,0.04,0.1,0.09,0.1,0.04,0.27,0.24,0.09,0.25,0.12,0.16,0.09,0.04
WS50M_MIN,2024,0.11,0.1,0.16,0.12,0.11,0.09,0.38,0.23,0.16,0.19,0.19,0.24,0.09
WS50M_MIN,2025,0.08,0.16,0.02,0.02,0.25,0.17,0.18,0.51,0.18,0.12,0.13,0.15,0.02
WS50M_RANGE,2001,2.85,3.08,2.58,2.64,2.79,2.83,2.76,3.13,2.57,2.27,2.24,2.64,2.7
WS50M_RANGE,2002,2.43,2.67,2.77,2.67,3.02,3.36,2.9,2.66,2.36,2.48,2.71,2.59,2.72
WS50M_RANGE,2003,2.28,2.49,2.46,2.62,3.22,2.66,3.07,2.56,2.28,2.23,2.4,2.54,2.57
WS50M_RANGE,2004,2.85,2.55,3.41,2.78,3.04,4.41,3.82,3.78,2.59,2.27,2.46,2.64,3.05
WS50M_RANGE,2005,2.59,3.28,2.36,2.72,2.65,2.78,3.22,3.06,2.67,2.1,2.3,2.22,2.66
WS50M_RANGE,2006,2.68,2.69,2.82,2.61,2.76,2.79,3.4,2.96,2.53,2.49,2.54,2.87,2.76
WS50M_RANGE,2007,3.39,2.97,2.66,2.48,2.68,3.15,2.76,2.56,2.64,2.3,2.8,2.29,2.72
WS50M_RANGE,2008,2.82,3.09,2.82,2.6,2.61,3.21,3.44,2.99,3.15,2.67,2.24,2.41,2.84
WS50M_RANGE,2009,2.6,2.75,2.76,2.73,2.47,2.71,3.14,2.71,3.57,2.52,2.78,2.87,2.8
WS50M_RANGE,2010,2.87,2.58,2.57,2.48,2.51,2.65,2.35,2.19,2.38,2.52,2.03,2.46,2.47
WS50M_RANGE,2011,2.66,2.81,2.71,2.41,2.42,3.0,2.69,2.36,2.54,2.49,2.27,2.77,2.59
WS50M_RANGE,2012,2.62,2.78,2.96,2.28,2.77,2.83,2.96,2.77,2.65,2.22,2.37,2.7,2.66
WS50M_RANGE,2013,2.74,2.5,2.56,2.9,2.43,2.76,3.2,2.52,2.62,2.4,2.14,2.82,2.63
WS50M_RANGE,2014,3.07,2.94,2.58,2.82,2.81,2.88,3.2,2.6,2.51,2.54,2.54,2.64,2.76
WS50M_RANGE,2015,2.54,2.76,2.67,2.9,2.42,3.39,2.68,2.81,2.5,2.66,2.78,2.8,2.74
WS50M_RANGE,2016,2.54,2.68,2.57,2.7,2.85,2.6,2.65,2.74,2.51,2.46,2.31,2.45,2.59
WS50M_RANGE,2017,2.56,2.53,2.38,2.83,2.57,2.49,2.87,2.36,2.27,2.44,2.14,2.68,2.51
WS50M_RANGE,2018,2.5,2.59,2.73,2.44,2.35,2.65,2.74,2.6,2.48,2.37,2.33,2.76,2.55
WS50M_RANGE,2019,2.55,2.9,2.47,2.48,2.46,3.08,2.72,2.61,2.47,2.35,2.61,2.78,2.62
WS50M_RANGE,2020,2.43,2.77,3.06,2.48,2.48,2.88,2.61,2.37,2.48,2.44,2.24,2.58,2.57
WS50M_RANGE,2021,2.54,2.78,2.68,2.9,2.71,2.64,3.2,2.7,2.38,2.47,2.32,2.6,2.66
WS50M_RANGE,2022,2.51,2.81,2.59,2.88,3.05,2.55,2.64,2.66,2.64,2.48,2.34,2.65,2.65
WS50M_RANGE,2023,2.7,3.24,2.44,2.85,3.17,3.16,3.11,2.48,2.49,2.48,2.5,3.0,2.8
WS50M_RANGE,2024,2.57,2.59,2.74,2.56,2.67,2.85,3.18,2.49,2.7,2.54,2.47,2.28,2.64
WS50M_RANGE,2025,2.93,2.64,2.78,2.68,2.54,2.7,2.8,2.55,2.59,2.55,2.52,2.52,2.65
